그로스팀_처리상태,그로스팀_담당자,그로스팀_수정완료일,그로스팀_실제_campaign_alias,그로스팀_비고,문제유형,문제사유,권장조치,오늘광고비_KRW,오늘노출,오늘클릭,캠페인명,캠페인ID,광고세트명,광고세트ID,광고명,광고ID,광고상태,effective_status,현재_랜딩URL_요약,현재_url_tags,현재_utm_source,현재_utm_medium,현재_utm_campaign,현재_utm_term,현재_utm_content,현재_utm_id,현재_campaign_alias,현재_meta_campaign_id,현재_meta_adset_id,현재_meta_ad_id,권장_URL_파라미터_고정ID,Codex_추천_campaign_alias
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,10401,409,12,meta_biocom_influencer_260506,120245003319500396,meta_biocom_hwajung_260514,120245498758680396,meta_biocom_igg_hwajung_260518,120245701970380396,ACTIVE,ACTIVE,www.instagram.com/p/DYdpoO9DLsM/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120245003319500396&utm_term=120245498758680396&utm_content=120245701970380396&utm_id=120245003319500396&campaign_alias=meta_biocom_meta_biocom_igg_hwajung_260518&meta_campaign_id=120245003319500396&meta_adset_id=120245498758680396&meta_ad_id=120245701970380396,meta_biocom_meta_biocom_igg_hwajung_260518
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,10147,756,10,[바이오컴] 음식물 과민증 검사 어드밴티지+캠페인(251020),120235591897270396,음식물과민증검사_관심타겟_어드밴티지+,120235591897230396,meta_biocom_igg_milkstory_260514,120245490434130396,ACTIVE,ACTIVE,biocom.kr/igg_store/?idx=85 | www.instagram.com/p/DYTMvPsDF_7/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120235591897270396&utm_term=120235591897230396&utm_content=120245490434130396&utm_id=120235591897270396&campaign_alias=meta_biocom_meta_biocom_igg_milkstory_260514&meta_campaign_id=120235591897270396&meta_adset_id=120235591897230396&meta_ad_id=120245490434130396,meta_biocom_meta_biocom_igg_milkstory_260514
,,,,,P1_UTM누락,광고 소재/랜딩에서 UTM 또는 campaign_alias를 확인할 수 없음,URL 파라미터 또는 랜딩 URL에 Meta UTM/광고 ID/고유 별칭 추가,6831,208,14,[바이오컴] 종합대사기능검사 전환캠페인(11/4~) - 사본,120237452088280396,종합대사기능검사 - 사본,120237452088100396,[연뜰x종대사] 상시 릴스 2,120240401259960396,ACTIVE,ACTIVE,www.instagram.com/p/DUDFNpkDByd/,,,,,,,,,,,,utm_source=meta&utm_medium=paid_social&utm_campaign=120237452088280396&utm_term=120237452088100396&utm_content=120240401259960396&utm_id=120237452088280396&campaign_alias=meta_biocom_연뜰x종대사_상시_릴스_2&meta_campaign_id=120237452088280396&meta_adset_id=120237452088100396&meta_ad_id=120240401259960396,meta_biocom_연뜰x종대사_상시_릴스_2
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,6752,134,1,[바이오컴] 종합대사기능검사 전환캠페인(11/4~) - 사본,120237452088280396,종합대사기능검사 - 사본,120237452088100396,meta_biocom_acid_dietreel1_250507 - 사본,120245328867460396,ACTIVE,ACTIVE,biocom.kr/shop_view?idx=259 | www.facebook.com/ads/image/ | www.instagram.com/p/DYCHHX_jEt7/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120237452088280396&utm_term=120237452088100396&utm_content=120245328867460396&utm_id=120237452088280396&campaign_alias=meta_biocom_meta_biocom_acid_dietreel1_250507_사본&meta_campaign_id=120237452088280396&meta_adset_id=120237452088100396&meta_ad_id=120245328867460396,meta_biocom_meta_biocom_acid_dietreel1_250507_사본
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,6600,234,6,[바이오컴] 음식물 과민증 검사 어드밴티지+캠페인(251020),120235591897270396,음식물과민증검사_관심타겟_어드밴티지+,120235591897230396,meta_biocom_igg_yeonddle_reel_honeymoon_260512,120245391104050396,ACTIVE,ACTIVE,biocom.kr/igg_store/?idx=85 | www.facebook.com/ads/image/ | www.instagram.com/p/DYOog5AjLd4/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120235591897270396&utm_term=120235591897230396&utm_content=120245391104050396&utm_id=120235591897270396&campaign_alias=meta_biocom_meta_biocom_igg_yeonddle_reel_honeymoon_260512&meta_campaign_id=120235591897270396&meta_adset_id=120235591897230396&meta_ad_id=120245391104050396,meta_biocom_meta_biocom_igg_yeonddle_reel_honeymoon_260512
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,6578,988,72,[바이오컴] 음식물 과민증 검사 어드밴티지+캠페인(251020),120235591897270396,음식물과민증검사_관심타겟_어드밴티지+,120235591897230396,meta_biocom_igg_amondstory_260514,120245494743430396,ACTIVE,ACTIVE,biocom.kr/igg_store/?idx=85 | www.instagram.com/p/DYTaEHEDCPW/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120235591897270396&utm_term=120235591897230396&utm_content=120245494743430396&utm_id=120235591897270396&campaign_alias=meta_biocom_meta_biocom_igg_amondstory_260514&meta_campaign_id=120235591897270396&meta_adset_id=120235591897230396&meta_ad_id=120245494743430396,meta_biocom_meta_biocom_igg_amondstory_260514
,,,,,P1_UTM누락,광고 소재/랜딩에서 UTM 또는 campaign_alias를 확인할 수 없음,URL 파라미터 또는 랜딩 URL에 Meta UTM/광고 ID/고유 별칭 추가,5967,136,3,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",120215102309650396,풍성밸런스,120215102309680396,풍성밸런스6_ 풍성함되찾는방법,120215196342520396,ACTIVE,ADSET_PAUSED,biocom.kr/supplements/?idx=171 | www.facebook.com/ads/image/ | www.instagram.com/p/DD4M7vXMQWN/,,,,,,,,,,,,utm_source=meta&utm_medium=paid_social&utm_campaign=120215102309650396&utm_term=120215102309680396&utm_content=120215196342520396&utm_id=120215102309650396&campaign_alias=meta_biocom_풍성밸런스6_풍성함되찾는방법&meta_campaign_id=120215102309650396&meta_adset_id=120215102309680396&meta_ad_id=120215196342520396,meta_biocom_풍성밸런스6_풍성함되찾는방법
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,4706,194,9,[바이오컴] 호르몬 검사 바이럴 소재 캠페인_0811,120231749833120396,종합호르몬분석_바이럴소재_0811,120231749833100396,[가정의달 프로모션] 종호균 프로모션 x 백수정님,120245002839480396,ACTIVE,ACTIVE,biocom.kr/shop_view?idx=506 | www.facebook.com/ads/image/ | www.instagram.com/p/DX_kkr6jCI_/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120231749833120396&utm_term=120231749833100396&utm_content=120245002839480396&utm_id=120231749833120396&campaign_alias=meta_biocom_가정의달_프로모션_종호균_프로모션_x_백수정님&meta_campaign_id=120231749833120396&meta_adset_id=120231749833100396&meta_ad_id=120245002839480396,meta_biocom_가정의달_프로모션_종호균_프로모션_x_백수정님
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,4468,219,5,meta_biocom_influencer_260506,120245003319500396,meta_biocom_songyuul_260512,120245370784880396,meta_biocom_songyuul_reel5_260512,120245373750370396,ACTIVE,ADSET_PAUSED,www.instagram.com/p/DYOKLsMDPW1/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120245003319500396&utm_term=120245370784880396&utm_content=120245373750370396&utm_id=120245003319500396&campaign_alias=meta_biocom_meta_biocom_songyuul_reel5_260512&meta_campaign_id=120245003319500396&meta_adset_id=120245370784880396&meta_ad_id=120245373750370396,meta_biocom_meta_biocom_songyuul_reel5_260512
,,,,,P1_UTM누락,광고 소재/랜딩에서 UTM 또는 campaign_alias를 확인할 수 없음,URL 파라미터 또는 랜딩 URL에 Meta UTM/광고 ID/고유 별칭 추가,4450,100,3,공동구매 인플루언서 파트너 광고 모음_3 (260323),120242626179290396,인플루언서 공동구매 파트너 광고,120242626179270396,[연뜰살뜰x음과검] mast검사 스토리2 - 사본,120242626208390396,ACTIVE,ACTIVE,www.instagram.com/p/DVKSpWGjDN9/,,,,,,,,,,,,utm_source=meta&utm_medium=paid_social&utm_campaign=120242626179290396&utm_term=120242626179270396&utm_content=120242626208390396&utm_id=120242626179290396&campaign_alias=meta_biocom_연뜰살뜰x음과검_mast검사_스토리2_사본&meta_campaign_id=120242626179290396&meta_adset_id=120242626179270396&meta_ad_id=120242626208390396,meta_biocom_연뜰살뜰x음과검_mast검사_스토리2_사본
,,,,,P1_UTM누락,광고 소재/랜딩에서 UTM 또는 campaign_alias를 확인할 수 없음,URL 파라미터 또는 랜딩 URL에 Meta UTM/광고 ID/고유 별칭 추가,3686,205,2,[바이오컴] 음식물 과민증 검사 어드밴티지+캠페인(251020),120235591897270396,음식물과민증검사_관심타겟_어드밴티지+,120235591897230396,[요즘픽X음과검] 상시 게시글,120239854599920396,ACTIVE,ACTIVE,www.instagram.com/p/DTbrQl1DFeH/,,,,,,,,,,,,utm_source=meta&utm_medium=paid_social&utm_campaign=120235591897270396&utm_term=120235591897230396&utm_content=120239854599920396&utm_id=120235591897270396&campaign_alias=meta_biocom_요즘픽x음과검_상시_게시글&meta_campaign_id=120235591897270396&meta_adset_id=120235591897230396&meta_ad_id=120239854599920396,meta_biocom_요즘픽x음과검_상시_게시글
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,2833,166,5,meta_biocom_influencer_260506,120245003319500396,meta_biocom_hwajung_260514,120245498758680396,meta_biocom_igg_hwajung_260514,120245498758690396,ACTIVE,ACTIVE,www.instagram.com/p/DYToDEyjK7i/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120245003319500396&utm_term=120245498758680396&utm_content=120245498758690396&utm_id=120245003319500396&campaign_alias=meta_biocom_meta_biocom_igg_hwajung_260514&meta_campaign_id=120245003319500396&meta_adset_id=120245498758680396&meta_ad_id=120245498758690396,meta_biocom_meta_biocom_igg_hwajung_260514
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,1074,31,0,meta_biocom_influencer_260506,120245003319500396,meta_biocom_iiari_260518,120245700952890396,meta_biocom_iiari_acid_260518,120245700952900396,ACTIVE,ACTIVE,biocom.kr/iiary02 | www.instagram.com/p/DYdgulVjHLM/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120245003319500396&utm_term=120245700952890396&utm_content=120245700952900396&utm_id=120245003319500396&campaign_alias=meta_biocom_meta_biocom_iiari_acid_260518&meta_campaign_id=120245003319500396&meta_adset_id=120245700952890396&meta_ad_id=120245700952900396,meta_biocom_meta_biocom_iiari_acid_260518
,,,,,P1_UTM누락,광고 소재/랜딩에서 UTM 또는 campaign_alias를 확인할 수 없음,URL 파라미터 또는 랜딩 URL에 Meta UTM/광고 ID/고유 별칭 추가,490,15,1,공동구매 인플루언서 파트너 광고 모음_3 (260323),120242626179290396,인플루언서 공동구매 파트너 광고,120242626179270396,[연뜰살뜰x음과검] 2차공구 - 사본 - 사본,120242626208430396,ACTIVE,ACTIVE,www.instagram.com/p/DRiPe8zjAxp/,,,,,,,,,,,,utm_source=meta&utm_medium=paid_social&utm_campaign=120242626179290396&utm_term=120242626179270396&utm_content=120242626208430396&utm_id=120242626179290396&campaign_alias=meta_biocom_연뜰살뜰x음과검_2차공구_사본_사본&meta_campaign_id=120242626179290396&meta_adset_id=120242626179270396&meta_ad_id=120242626208430396,meta_biocom_연뜰살뜰x음과검_2차공구_사본_사본
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,323,16,0,meta_biocom_influencer_260506,120245003319500396,meta_biocom_songyuul_260512,120245370784880396,meta_biocom_songyuul_reel3_260512,120245371752800396,ACTIVE,ADSET_PAUSED,www.instagram.com/p/DW2mvWHjD2G/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120245003319500396&utm_term=120245370784880396&utm_content=120245371752800396&utm_id=120245003319500396&campaign_alias=meta_biocom_meta_biocom_songyuul_reel3_260512&meta_campaign_id=120245003319500396&meta_adset_id=120245370784880396&meta_ad_id=120245371752800396,meta_biocom_meta_biocom_songyuul_reel3_260512
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,202,6,0,"[바이오컴] 건강기능식품 - 클린, 풍성, 바이오",120215102309650396,풍성밸런스,120215102309680396,풍성밸런스5_후기_잔머리부터나요,120215107621910396,ACTIVE,ADSET_PAUSED,biocom.kr/shop_view/?idx=171 | www.facebook.com/ads/image/ | www.instagram.com/p/DYUFqC1jNeR/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120215102309650396&utm_term=120215102309680396&utm_content=120215107621910396&utm_id=120215102309650396&campaign_alias=meta_biocom_풍성밸런스5_후기_잔머리부터나요&meta_campaign_id=120215102309650396&meta_adset_id=120215102309680396&meta_ad_id=120215107621910396,meta_biocom_풍성밸런스5_후기_잔머리부터나요
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,179,4,0,공동구매 인플루언서 파트너 광고 모음_3 (260323),120242626179290396,인플루언서 공동구매 파트너 광고,120242626179270396,[송율x바이오컴] 04.08-04.15,120243539487070396,PAUSED,PAUSED,www.instagram.com/p/DW2mvWHjD2G/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120242626179290396&utm_term=120242626179270396&utm_content=120243539487070396&utm_id=120242626179290396&campaign_alias=meta_biocom_송율x바이오컴_04_08_04_15&meta_campaign_id=120242626179290396&meta_adset_id=120242626179270396&meta_ad_id=120243539487070396,meta_biocom_송율x바이오컴_04_08_04_15
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,130,3,0,meta_biocom_influencer_260506,120245003319500396,meta_biocom_songyuul_260512,120245370784880396,meta_biocom_songyuul_reel4_260512,120245372022810396,ACTIVE,ADSET_PAUSED,www.instagram.com/p/DJVl6foMsb_/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120245003319500396&utm_term=120245370784880396&utm_content=120245372022810396&utm_id=120245003319500396&campaign_alias=meta_biocom_meta_biocom_songyuul_reel4_260512&meta_campaign_id=120245003319500396&meta_adset_id=120245370784880396&meta_ad_id=120245372022810396,meta_biocom_meta_biocom_songyuul_reel4_260512
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,0,0,0,[바이오컴] 음식물 과민증 검사 어드밴티지+캠페인(251020),120235591897270396,음식물과민증검사_관심타겟_어드밴티지+,120235591897230396,meta_biocom_igg_skin2_reel1_260507 - 사본,120245328561040396,ACTIVE,ACTIVE,biocom.kr/igg_store/?idx=85 | www.facebook.com/ads/image/ | www.instagram.com/p/DYCAAwwjDcU/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120235591897270396&utm_term=120235591897230396&utm_content=120245328561040396&utm_id=120235591897270396&campaign_alias=meta_biocom_meta_biocom_igg_skin2_reel1_260507_사본&meta_campaign_id=120235591897270396&meta_adset_id=120235591897230396&meta_ad_id=120245328561040396,meta_biocom_meta_biocom_igg_skin2_reel1_260507_사본
,,,,,P0_동적값미치환_광고별칭템플릿,URL 파라미터에 {{campaign.id}} 또는 meta_biocom_광고별칭이 그대로 있음,URL 파라미터 위치 확인 후 숫자 ID 고정값 또는 정상 치환값으로 교체,0,0,0,meta_biocom_acid_260504,120244876670640396,meta_biocom_acid_image_muscle_260507,120245053918020396,meta_biocom_acid_musclestory1_260507,120245053918050396,ACTIVE,ACTIVE,biocom.kr/shop_view?idx=259 | www.instagram.com/p/DYMWDZLDGMk/,utm_source=meta&utm_medium=paid_social&utm_campaign={{campaign.id}}&utm_term={{adset.id}}&utm_content={{ad.id}}&utm_id={{campaign.id}}&campaign_alias=meta_biocom_광고별칭&meta_campaign_id={{campaign.id}}&meta_adset_id={{adset.id}}&meta_ad_id={{ad.id}}&meta_site_source={{site_source_name}}&meta_placement={{placement}},meta,paid_social,{{campaign.id}},{{adset.id}},{{ad.id}},{{campaign.id}},meta_biocom_광고별칭,{{campaign.id}},{{adset.id}},{{ad.id}},utm_source=meta&utm_medium=paid_social&utm_campaign=120244876670640396&utm_term=120245053918020396&utm_content=120245053918050396&utm_id=120244876670640396&campaign_alias=meta_biocom_meta_biocom_acid_musclestory1_260507&meta_campaign_id=120244876670640396&meta_adset_id=120245053918020396&meta_ad_id=120245053918050396,meta_biocom_meta_biocom_acid_musclestory1_260507
,,,,,P1_UTM누락,광고 소재/랜딩에서 UTM 또는 campaign_alias를 확인할 수 없음,URL 파라미터 또는 랜딩 URL에 Meta UTM/광고 ID/고유 별칭 추가,0,0,0,공동구매 인플루언서 파트너 광고 모음_3 (260323),120242626179290396,인플루언서 공동구매 파트너 광고,120242626179270396,[연뜰살뜰x음과검] mast검사 스토리1 - 사본,120242626208410396,ACTIVE,ACTIVE,www.instagram.com/p/DVKSd19jBkB/,,,,,,,,,,,,utm_source=meta&utm_medium=paid_social&utm_campaign=120242626179290396&utm_term=120242626179270396&utm_content=120242626208410396&utm_id=120242626179290396&campaign_alias=meta_biocom_연뜰살뜰x음과검_mast검사_스토리1_사본&meta_campaign_id=120242626179290396&meta_adset_id=120242626179270396&meta_ad_id=120242626208410396,meta_biocom_연뜰살뜰x음과검_mast검사_스토리1_사본
